Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept
44813295,7.6E+14,"Place of occurrence of accident or poisoning, playground",Location,Observation,SNOMED,Valid,Standard
45765697,702703009,Outdoor public site,Location,Observation,SNOMED,Valid,Standard
45765698,702704003,Indoor public site,Location,Observation,SNOMED,Valid,Standard
45765699,702705002,Mobile clinic,Location,Observation,SNOMED,Valid,Standard
45765836,702869004,Incident site,Location,Observation,SNOMED,Valid,Standard
45768451,706884005,"Place of occurrence of accident or poisoning, water's edge",Location,Observation,SNOMED,Valid,Standard
45768509,706956001,"Place of occurrence of accident or poisoning, public place",Location,Observation,SNOMED,Valid,Standard
45768510,706957005,"Place of occurrence of accident or poisoning, healthcare facility",Location,Observation,SNOMED,Valid,Standard
45770445,9.29E+14,Part III accommodation,Location,Observation,SNOMED,Valid,Standard
45770539,9.31E+14,Ward on National Health Service hospital site,Location,Observation,SNOMED,Valid,Standard
